VIN,vin_prefix,trim,body_style,cab_style
1D7HE22K26S677844,1D7HE22K_6,ST,Pickup,Extended Cab
1D7HE22K55S235378,1D7HE22K_5,ST,Pickup,Extended Cab
1D7HE22K75S275607,1D7HE22K_5,ST,Pickup,Extended Cab
1D7HE28K65S261446,1D7HE28K_5,ST,Pickup,Crew Cab
1D7HE28K76S510967,1D7HE28K_6,ST,Pickup,Crew Cab
1D7HE28K96S523512,1D7HE28K_6,ST,Pickup,Crew Cab
1D7HE28N45S223899,1D7HE28N_5,ST,Pickup,Crew Cab
1D7HE48K65S293664,1D7HE48K_5,SLT,Pickup,Crew Cab
1D7HE48N45S183075,1D7HE48N_5,SLT,Pickup,Crew Cab
1D7HE48N66S570549,1D7HE48N_6,SLT,Pickup,Crew Cab
1D7HL38X53S318448,1D7HL38X_3,Sport,Pickup,Crew Cab
1D7HL42N53S100183,1D7HL42N_3,SLT,Pickup,Extended Cab
1D7HL48K34S621241,1D7HL48K_4,SLT,Pickup,Crew Cab
1D7HU16256J129303,1D7HU162_6,null,Pickup,Regular Cab
1D7HU16D95J534838,1D7HU16D_5,SLT,Pickup,Regular Cab
1D7HU16NX2J189825,1D7HU16N_2,null,Pickup,Regular Cab
1D7HU16P07J610007,1D7HU16P_7,null,Pickup,Regular Cab
1D7HU16Z62J198475,1D7HU16Z_2,null,Pickup,Regular Cab
1D7HU18246S573344,1D7HU182_6,Laramie,Pickup,Crew Cab
1D7HU18D15S129757,1D7HU18D_5,null,Pickup,Crew Cab
1D7HU18D45S216553,1D7HU18D_5,SLT,Pickup,Crew Cab
1D7HU18D65J569320,1D7HU18D_5,null,Pickup,Crew Cab
1D7HU18D85S213848,1D7HU18D_5,null,Pickup,Crew Cab
1D7HU18DX4S785633,1D7HU18D_4,SLT,Pickup,Crew Cab
1D7HU18N58S566593,1D7HU18N_8,SLT,Pickup,Crew Cab
1D7HU18NX3S241298,1D7HU18N_3,Laramie,Pickup,Crew Cab
1D7HU18NX6S670431,1D7HU18N_6,null,Pickup,Crew Cab
1D7HW22K85S332006,1D7HW22K_5,ST,Pickup,Extended Cab
1D7HW22P47S256377,1D7HW22P_7,ST,Pickup,Extended Cab
1D7HW42K05S319150,1D7HW42K_5,SLT,Pickup,Extended Cab
1D7HW48K67S128813,1D7HW48K_7,SLT,Pickup,Crew Cab
1D7HW48N36S704463,1D7HW48N_6,SLT,Pickup,Crew Cab
1D7HW48N66S643884,1D7HW48N_6,SLT,Pickup,Crew Cab
1D7KS28C07J524689,1D7KS28C_7,SLT,Pickup,Crew Cab
1D7KS28C57J501084,1D7KS28C_7,SLT,Pickup,Crew Cab
1D7KS28C96J154955,1D7KS28C_6,null,Pickup,Crew Cab
1D7KS28D16J204370,1D7KS28D_6,SLT,Pickup,Crew Cab
1D7RB1CT6AS179623,1D7RB1CT_A,Laramie,Pickup,Crew Cab
1D7RB1CT9AS195024,1D7RB1CT_A,SLT,Pickup,Crew Cab
1D7RB1GP6AS165153,1D7RB1GP_A,TRX,Pickup,Crew Cab
1D7RV1CP1AS241620,1D7RV1CP_A,null,Pickup,Crew Cab
1D7RV1CT4BS513432,1D7RV1CT_B,Laramie,Pickup,Crew Cab
1D7RV1CT9AS217059,1D7RV1CT_A,TRX,Pickup,Crew Cab
1D7RV1GP0BS512730,1D7RV1GP_B,SLT,Pickup,Crew Cab
1D7RV1GT0AS225125,1D7RV1GT_A,Sport,Pickup,Crew Cab
1D7RV1GT1BS707300,1D7RV1GT_B,SLT,Pickup,Crew Cab
1D8GP45R17B139384,1D8GP45R_7,SXT,Minivan,null
1D8GT28K18W124148,1D8GT28K_8,SXT,SUV,null
1D8GT28K28W163024,1D8GT28K_8,SXT,SUV,null
1D8GT28K47W727593,1D8GT28K_7,SXT,SUV,null
1D8GT28K87W556962,1D8GT28K_7,SXT,SUV,null
1D8GT58637W610818,1D8GT586_7,R/T,SUV,null
1D8HB48297F533497,1D8HB482_7,SLT,SUV,null
1D8HB48PX7F543015,1D8HB48P_7,SLT,SUV,null
1D8HB58NX7F536277,1D8HB58N_7,Limited,SUV,null
1D8HD48K28F105623,1D8HD48K_8,SLT,SUV,null
1D8HD58228F115302,1D8HD582_8,Limited,SUV,null
1D8HD58D04F222604,1D8HD58D_4,Limited,SUV,null
1D8HN44HX8B142904,1D8HN44H_8,SE,Minivan,null
1D8HN54P08B179926,1D8HN54P_8,SXT,Minivan,null
1D8HR58NX3F524426,1D8HR58N_3,SLT,SUV,null
1FA6P0H77E5400970,1FA6P0H7_E,SE,Sedan,null
1FA6P0H7XG5107261,1FA6P0H7_G,SE,Sedan,null
1FA6P0HD4E5379274,1FA6P0HD_E,SE,Sedan,null
1FA6P0HD5G5105049,1FA6P0HD_G,SE,Sedan,null
1FA6P8AM4G5326473,1FA6P8AM_G,null,Coupe,null
1FA6P8AM5G5280944,1FA6P8AM_G,null,Coupe,null
1FA6P8CF1F5346404,1FA6P8CF_F,GT,Coupe,null
1FA6P8CF2F5405203,1FA6P8CF_F,GT,Coupe,null
1FA6P8CF6G5229533,1FA6P8CF_G,GT,Coupe,null
1FA6P8CF7G5311142,1FA6P8CF_G,GT,Coupe,null
1FA6P8CF9F5348207,1FA6P8CF_F,GT,Coupe,null
1FA6P8TH2F5348311,1FA6P8TH_F,null,Coupe,null
1FA6P8TH3F5302079,1FA6P8TH_F,null,Coupe,null
1FA6P8TH3F5330884,1FA6P8TH_F,null,Coupe,null
1FA6P8TH3G5257730,1FA6P8TH_G,null,Coupe,null
1FABP28T0FF149776,1FABP28T_F,SVO,Hatchback,null
1FABP45E3HF203673,1FABP45E_H,GT,Convertible,null
1FABP64W1HH128532,1FABP64W_H,Turbo,Coupe,null
1FADP3E26EL121362,1FADP3E2_E,S,Sedan,null
1FADP3F20DL236780,1FADP3F2_D,SE,Sedan,null
1FADP3F21EL266212,1FADP3F2_E,SE,Sedan,null
1FADP3F21EL392215,1FADP3F2_E,SE,Sedan,null
1FADP3F21EL402726,1FADP3F2_E,SE,Sedan,null
1FADP3F21FL244163,1FADP3F2_F,SE,Sedan,null
1FADP3F22FL206537,1FADP3F2_F,SE,Sedan,null
1FADP3F24DL164952,1FADP3F2_D,SE,Sedan,null
1FADP3F24EL371648,1FADP3F2_E,SE,Sedan,null
1FADP3F25DL252943,1FADP3F2_D,SE,Sedan,null
1FADP3F25DL363962,1FADP3F2_D,SE,Sedan,null
1FADP3F25EL332521,1FADP3F2_E,SE,Sedan,null
1FADP3F27DL241698,1FADP3F2_D,SE,Sedan,null
1FADP3F27EL204040,1FADP3F2_E,SE,Sedan,null
1FADP3F27FL242918,1FADP3F2_F,SE,Sedan,null
1FADP3F27GL285723,1FADP3F2_G,SE,Sedan,null
1FADP3F28EL195901,1FADP3F2_E,SE,Sedan,null
1FADP3F28FL250414,1FADP3F2_F,SE,Sedan,null
1FADP3F29DL223154,1FADP3F2_D,SE,Sedan,null
1FADP3F2XDL297215,1FADP3F2_D,SE,Sedan,null
1FADP3J29FL304116,1FADP3J2_F,Titanium,Sedan,null
1FADP3K20DL198988,1FADP3K2_D,SE,Hatchback,null
1FADP3K23EL421851,1FADP3K2_E,SE,Hatchback,null
1FADP3K25DL167316,1FADP3K2_D,SE,Hatchback,null
1FADP3K25DL282854,1FADP3K2_D,SE,Hatchback,null
1FADP3K25DL355334,1FADP3K2_D,SE,Hatchback,null
1FADP3K26EL253414,1FADP3K2_E,SE,Hatchback,null
1FADP3K27DL142689,1FADP3K2_D,SE,Hatchback,null
1FADP3K27EL227467,1FADP3K2_E,SE,Hatchback,null
1FADP3K2XEL185568,1FADP3K2_E,SE,Hatchback,null
1FADP5BU0FL116144,1FADP5BU_F,SEL,Minivan,null
1FADP5BU2FL116288,1FADP5BU_F,SEL,Minivan,null
1FAFP231X5G176791,1FAFP231_5,SE,Sedan,null
1FAFP24126G174968,1FAFP241_6,SEL,Sedan,null
1FAFP24165G151353,1FAFP241_5,SEL,Sedan,null
1FAFP25116G103419,1FAFP251_6,Limited Edition,Sedan,null
1FAFP31N47W197432,1FAFP31N_7,null,Hatchback,null
1FAFP33PXYW322059,1FAFP33P_Y,LX,Sedan,null
1FAFP34332W180849,1FAFP343_2,SE,Sedan,null
1FAFP34N07W236013,1FAFP34N_7,SE,Sedan,null
1FAFP34N37W246888,1FAFP34N_7,S,Sedan,null
1FAFP34N76W179033,1FAFP34N_6,null,Sedan,null
1FAFP34N85W160747,1FAFP34N_5,null,Sedan,null
1FAFP34NX6W132403,1FAFP34N_6,SE,Sedan,null
1FAFP34P33W283208,1FAFP34P_3,SE,Sedan,null
1FAFP34ZX3W237781,1FAFP34Z_3,SE,Sedan,null
1FAFP3831YW334915,1FAFP383_Y,ZTS,Sedan,null
1FAFP40423F352746,1FAFP404_3,null,Coupe,null
1FAFP40434F105947,1FAFP404_4,null,Coupe,null
1FAFP40443F395677,1FAFP404_3,null,Coupe,null
1FAFP40443F427558,1FAFP404_3,null,Coupe,null
1FAFP40452F104795,1FAFP404_2,null,Coupe,null
1FAFP40472F117676,1FAFP404_2,null,Coupe,null
1FAFP40493F386568,1FAFP404_3,null,Coupe,null
1FAFP40604F219311,1FAFP406_4,null,Coupe,null
1FAFP40644F137954,1FAFP406_4,null,Coupe,null
1FAFP40644F156651,1FAFP406_4,null,Coupe,null
1FAFP40684F232520,1FAFP406_4,null,Coupe,null
1FAFP40694F173526,1FAFP406_4,null,Coupe,null
1FAFP42R73F407023,1FAFP42R_3,Mach 1,Coupe,null
1FAFP42R74F238204,1FAFP42R_4,Mach 1,Coupe,null
1FAFP42X0WF161693,1FAFP42X_W,GT,Coupe,null
1FAFP42X24F135559,1FAFP42X_4,GT,Coupe,null
1FAFP42X4YF135813,1FAFP42X_Y,GT,Coupe,null
1FAFP42X54F126676,1FAFP42X_4,GT,Coupe,null
1FAFP42X83F305955,1FAFP42X_3,GT,Coupe,null
1FAFP42X92F178342,1FAFP42X_2,GT,Coupe,null
1FAFP42XX3F360424,1FAFP42X_3,GT,Coupe,null
1FAFP44401F114529,1FAFP444_1,null,Convertible,null
1FAFP44421F157107,1FAFP444_1,null,Convertible,null
1FAFP444X2F167532,1FAFP444_2,null,Convertible,null
1FAFP444XXF129340,1FAFP444_X,Base,Convertible,null
1FAFP45X04F191589,1FAFP45X_4,GT,Convertible,null
1FAFP45X73F366435,1FAFP45X_3,GT,Convertible,null
1FAFP45X8XF185494,1FAFP45X_X,GT,Convertible,null
1FAFP45XXWF123741,1FAFP45X_W,GT,Convertible,null
1FAFP52S2WA205412,1FAFP52S_W,LX,Sedan,null
1FAFP52U22A156174,1FAFP52U_2,LX,Sedan,null
1FAFP532X3A155840,1FAFP532_3,SE,Sedan,null
1FAFP53466A139978,1FAFP534_6,SE,Sedan,null
1FAFP53U04G102273,1FAFP53U_4,SE,Sedan,null
1FAFP53UX7A141766,1FAFP53U_7,SE,Sedan,null
1FAFP55S03G191109,1FAFP55S_3,SES,Sedan,null
1FAFP55S34A203127,1FAFP55S_4,SES,Sedan,null
1FAFP55U02G232886,1FAFP55U_2,SES,Sedan,null
1FAFP55U03A136289,1FAFP55U_3,SES,Sedan,null
1FAFP55U1YG165868,1FAFP55U_Y,SES,Sedan,null
1FAFP55U51A207239,1FAFP55U_1,SES,Sedan,null
1FAFP55U82G175045,1FAFP55U_2,SES,Sedan,null
1FAFP56S52A119662,1FAFP56S_2,SEL,Sedan,null
1FAFP56U16A239367,1FAFP56U_6,SEL,Sedan,null
1FAFP56U37A135223,1FAFP56U_7,SEL,Sedan,null
1FAFP56U55A150951,1FAFP56U_5,SEL,Sedan,null
1FAFP56U75A184941,1FAFP56U_5,SEL,Sedan,null
1FAFP56U77A185073,1FAFP56U_7,SEL,Sedan,null
1FAFP56UX6A246804,1FAFP56U_6,SEL,Sedan,null
1FAFP58U44A183015,1FAFP58U_4,SE,Wagon,null
1FAHP241X7G160570,1FAHP241_7,SEL,Sedan,null
1FAHP24W68G111900,1FAHP24W_8,SEL,Sedan,null
1FAHP28W78G121636,1FAHP28W_8,Limited Edition,Sedan,null
1FAHP2E80DG169883,1FAHP2E8_D,SEL,Sedan,null
1FAHP2E85DG161102,1FAHP2E8_D,SEL,Sedan,null
1FAHP2E88DG225181,1FAHP2E8_D,SEL,Sedan,null
1FAHP2EW7AG105124,1FAHP2EW_A,SEL,Sedan,null
1FAHP2F81DG223092,1FAHP2F8_D,Limited Edition,Sedan,null
1FAHP2FW7AG138638,1FAHP2FW_A,Limited Edition,Sedan,null
1FAHP2FW8AG111268,1FAHP2FW_A,Limited Edition,Sedan,null
1FAHP34N17W341037,1FAHP34N_7,S,Sedan,null
1FAHP34N38W137566,1FAHP34N_8,S,Sedan,null
1FAHP34N56W196521,1FAHP34N_6,null,Sedan,null
1FAHP34P93W249296,1FAHP34P_3,SE,Sedan,null
1FAHP35N18W247126,1FAHP35N_8,SE,Sedan,null
1FAHP35N19W161798,1FAHP35N_9,SE,Sedan,null
1FAHP35N39W151256,1FAHP35N_9,SE,Sedan,null
1FAHP35N78W261421,1FAHP35N_8,SE,Sedan,null
1FAHP35N88W190777,1FAHP35N_8,null,Sedan,null
1FAHP35N89W141113,1FAHP35N_9,SE,Sedan,null
1FAHP35N89W150409,1FAHP35N_9,SE,Sedan,null
1FAHP36382W113508,1FAHP363_2,SE,Wagon,null
1FAHP38Z35W298816,1FAHP38Z_5,ST,Sedan,null
1FAHP3E29CL385108,1FAHP3E2_C,S,Sedan,null
1FAHP3ENXBW193638,1FAHP3EN_B,S,Sedan,null
1FAHP3F20CL123539,1FAHP3F2_C,SE,Sedan,null
1FAHP3F21CL157487,1FAHP3F2_C,SE,Sedan,null
1FAHP3F24CL179645,1FAHP3F2_C,SE,Sedan,null
1FAHP3F25CL460286,1FAHP3F2_C,SE,Sedan,null
1FAHP3F27CL187822,1FAHP3F2_C,SE,Sedan,null
1FAHP3F27CL443540,1FAHP3F2_C,SE,Sedan,null
1FAHP3F28CL471024,1FAHP3F2_C,SE,Sedan,null
1FAHP3F29CL303621,1FAHP3F2_C,SE,Sedan,null
1FAHP3F2XCL453513,1FAHP3F2_C,SE,Sedan,null
1FAHP3FN1BW142740,1FAHP3FN_B,SE,Sedan,null
1FAHP3FN3AW243051,1FAHP3FN_A,SE,Sedan,null
1FAHP3FN4AW193163,1FAHP3FN_A,SE,Sedan,null
1FAHP3FN8BW184998,1FAHP3FN_B,SE,Sedan,null
1FAHP3GN2BW124486,1FAHP3GN_B,SES,Sedan,null
1FAHP3GN8BW203175,1FAHP3GN_B,SES,Sedan,null
1FAHP3H21CL377905,1FAHP3H2_C,SEL,Sedan,null
1FAHP3H27CL192077,1FAHP3H2_C,SEL,Sedan,null
1FAHP3H28CL348501,1FAHP3H2_C,SEL,Sedan,null
1FAHP3HN3AW121416,1FAHP3HN_A,SEL,Sedan,null
1FAHP3HN3AW231477,1FAHP3HN_A,SEL,Sedan,null
1FAHP3K20CL258395,1FAHP3K2_C,SE,Hatchback,null
1FAHP3K25CL167106,1FAHP3K2_C,SE,Hatchback,null
1FAHP3K25CL282188,1FAHP3K2_C,SE,Hatchback,null
1FAHP3K2XCL461410,1FAHP3K2_C,SE,Hatchback,null
1FAHP3M20CL122474,1FAHP3M2_C,SEL,Hatchback,null
1FAHP3M21CL433590,1FAHP3M2_C,SEL,Hatchback,null
1FAHP3M25CL334464,1FAHP3M2_C,SEL,Hatchback,null
1FAHP53U46A209129,1FAHP53U_6,SE,Sedan,null
1FAHP53U91G123546,1FAHP53U_1,SE,Sedan,null
1FAHP53U95A268143,1FAHP53U_5,SE,Sedan,null
1FAHP56S33G122244,1FAHP56S_3,SEL,Sedan,null
1FAHP60A22Y123058,1FAHP60A_2,null,Convertible,null
1FAHP60A83Y112602,1FAHP60A_3,null,Convertible,null
1FAHP60A92Y113711,1FAHP60A_2,null,Convertible,null
1FALP13P8VW385549,1FALP13P_V,LX,Sedan,null
1FALP4048VF144604,1FALP404_V,Base,Coupe,null
1FALP4444RF181083,1FALP444_R,null,Convertible,null
1FALP45T7SF131600,1FALP45T_S,GT,Convertible,null
1FALP45TXRF221625,1FALP45T_R,GT,Convertible,null
1FALP54N2VA202972,1FALP54N_V,SHO,Sedan,null
1FALP57U7VG185621,1FALP57U_V,GL,Wagon,null
1FALP62W6VH108876,1FALP62W_V,LX,Coupe,null
1FATP8EM0G5238646,1FATP8EM_G,null,Convertible,null
1FBNE31L97DA75661,1FBNE31L_7,E-350,Van,null
1FBSS3BL7EDA28619,1FBSS3BL_E,E-350,Van,null
1FDBF2A67CEA93799,1FDBF2A6_C,null,Pickup,Regular Cab
1FDEE14H8SHB51228,1FDEE14H_S,E-150,Chassis,null
1FDKE37G6JHB05767,1FDKE37G_J,E-350,Chassis,null
1FDKF37HXMNA50123,1FDKF37H_M,null,Chassis,Regular Cab
1FDWE35P35HA55629,1FDWE35P_5,E-350,Chassis,null
1FDWF36PX7EA79202,1FDWF36P_7,XL,Chassis,Regular Cab
1FDWW32R08EA53376,1FDWW32R_8,XL,Chassis,Crew Cab
1FDWX36P23EB49511,1FDWX36P_3,XL,Chassis,Extended Cab
1FM5K7D81DGA68938,1FM5K7D8_D,XLT,SUV,null
1FM5K7D82DGA69970,1FM5K7D8_D,XLT,SUV,null
1FM5K7D84FGC23145,1FM5K7D8_F,XLT,SUV,null
1FM5K7D87DGC44102,1FM5K7D8_D,XLT,SUV,null
1FM5K7D8XDGA71871,1FM5K7D8_D,XLT,SUV,null
1FM5K7F87GGA87902,1FM5K7F8_G,Limited Edition,SUV,null
1FM5K7F88FGA28226,1FM5K7F8_F,Limited Edition,SUV,null
1FM5K7F89GGC13838,1FM5K7F8_G,Limited Edition,SUV,null
1FM5K7F8XDGA00926,1FM5K7F8_D,Limited Edition,SUV,null
1FM5K7F8XFGC06671,1FM5K7F8_F,Limited Edition,SUV,null
1FM5K8B83DGA99696,1FM5K8B8_D,Base,SUV,null
1FM5K8D84DGA50892,1FM5K8D8_D,XLT,SUV,null
1FM5K8D85EGB19722,1FM5K8D8_E,XLT,SUV,null
1FM5K8D89GGA11767,1FM5K8D8_G,XLT,SUV,null
1FM5K8D8XDGB38197,1FM5K8D8_D,XLT,SUV,null
1FM5K8D8XGGA39139,1FM5K8D8_G,XLT,SUV,null
1FM5K8F85GGA76810,1FM5K8F8_G,Limited Edition,SUV,null
1FM5K8F89GGA77071,1FM5K8F8_G,Limited Edition,SUV,null
1FM5K8GT0DGB94584,1FM5K8GT_D,Sport,SUV,null
1FMCU02Z18KB44021,1FMCU02Z_8,XLS,SUV,null
1FMCU02Z26KC97150,1FMCU02Z_6,XLS,SUV,null
1FMCU02Z68KE12495,1FMCU02Z_8,XLS,SUV,null
1FMCU03128KD30983,1FMCU031_8,XLT,SUV,null
1FMCU03188KA20384,1FMCU031_8,XLT,SUV,null
1FMCU031X2KC83337,1FMCU031_2,XLT,SUV,null
1FMCU03G29KB93999,1FMCU03G_9,XLT,SUV,null
1FMCU03G99KA09142,1FMCU03G_9,XLT,SUV,null
1FMCU04123KA07234,1FMCU041_3,Limited,SUV,null
1FMCU04138KE12381,1FMCU041_8,Limited,SUV,null
1FMCU04191KB70234,1FMCU041_1,XLT,SUV,null
1FMCU04GX9KB95014,1FMCU04G_9,Limited,SUV,null
1FMCU0C71AKD46828,1FMCU0C7_A,XLS,SUV,null
1FMCU0C77CKC19343,1FMCU0C7_C,XLS,SUV,null
1FMCU0D70AKA07914,1FMCU0D7_A,XLT,SUV,null
1FMCU0D78BKB23914,1FMCU0D7_B,XLT,SUV,null
1FMCU0D79AKB94473,1FMCU0D7_A,XLT,SUV,null
1FMCU0D7XAKB51793,1FMCU0D7_A,XLT,SUV,null
1FMCU0D7XBKC16451,1FMCU0D7_B,XLT,SUV,null
1FMCU0DG1BKB22619,1FMCU0DG_B,XLT,SUV,null
1FMCU0DG5CKB04156,1FMCU0DG_C,XLT,SUV,null
1FMCU0DGXAKB02318,1FMCU0DG_A,XLT,SUV,null
1FMCU0E70CKC04681,1FMCU0E7_C,Limited,SUV,null
1FMCU0EG1BKA14886,1FMCU0EG_B,Limited,SUV,null
1FMCU0EG4BKA04093,1FMCU0EG_B,Limited,SUV,null
1FMCU0EG8AKD09725,1FMCU0EG_A,Limited,SUV,null
1FMCU0F71DUD87917,1FMCU0F7_D,S,SUV,null
1FMCU0F75DUA57357,1FMCU0F7_D,S,SUV,null
1FMCU0F77FUC26748,1FMCU0F7_F,S,SUV,null
1FMCU0GX0EUA66970,1FMCU0GX_E,SE,SUV,null
1FMCU0GX0EUA76060,1FMCU0GX_E,SE,SUV,null
1FMCU0GX0FUB32208,1FMCU0GX_F,SE,SUV,null
1FMCU0GX3EUD02611,1FMCU0GX_E,SE,SUV,null
1FMCU0GX3EUD98613,1FMCU0GX_E,SE,SUV,null
1FMCU0GX4DUB69338,1FMCU0GX_D,SE,SUV,null
1FMCU0GX8EUB05269,1FMCU0GX_E,SE,SUV,null
1FMCU0GX8EUD02927,1FMCU0GX_E,SE,SUV,null
1FMCU0GX9EUD32650,1FMCU0GX_E,SE,SUV,null
1FMCU0GX9GUA80935,1FMCU0GX_G,SE,SUV,null
1FMCU0GXXDUD08775,1FMCU0GX_D,SE,SUV,null
1FMCU0GXXEUC02781,1FMCU0GX_E,SE,SUV,null
1FMCU0J93FUA46630,1FMCU0J9_F,Titanium,SUV,null
1FMCU0J94EUD14048,1FMCU0J9_E,Titanium,SUV,null
1FMCU0J98FUA20010,1FMCU0J9_F,Titanium,SUV,null
1FMCU49H38KB33042,1FMCU49H_8,null,SUV,null
1FMCU4K36AKB78920,1FMCU4K3_A,null,SUV,null
1FMCU59399KC39135,1FMCU593_9,null,SUV,null
1FMCU93136KA24196,1FMCU931_6,XLT,SUV,null
1FMCU931X7KA66186,1FMCU931_7,XLT,SUV,null
1FMCU931X7KB17105,1FMCU931_7,XLT,SUV,null
1FMCU93G29KA77156,1FMCU93G_9,XLT,SUV,null
1FMCU93Z88KC62540,1FMCU93Z_8,XLT,SUV,null
1FMCU94168KB03900,1FMCU941_8,Limited,SUV,null
1FMCU94185KA81748,1FMCU941_5,Limited,SUV,null
1FMCU96H36KB13372,1FMCU96H_6,null,SUV,null
1FMCU9D77CKA77577,1FMCU9D7_C,XLT,SUV,null
1FMCU9DG4CKA62468,1FMCU9DG_C,XLT,SUV,null
1FMCU9G97FUC82242,1FMCU9G9_F,SE,SUV,null
1FMCU9GX0FUC11625,1FMCU9GX_F,SE,SUV,null
1FMCU9GX1DUB35040,1FMCU9GX_D,SE,SUV,null
1FMCU9H91DUA58198,1FMCU9H9_D,SEL,SUV,null
1FMCU9H91DUB36639,1FMCU9H9_D,SEL,SUV,null
1FMCU9H95DUC26201,1FMCU9H9_D,SEL,SUV,null
1FMCU9JX5EUA78805,1FMCU9JX_E,Titanium,SUV,null
1FMDK02187GA18924,1FMDK021_7,SEL,SUV,null
1FMDK02W28GA23839,1FMDK02W_8,SEL,SUV,null
1FMDU34E8VUC21578,1FMDU34E_V,null,SUV,null
1FMDU34X8SUB56759,1FMDU34X_S,null,SUV,null
1FMDU34XXTUB75427,1FMDU34X_T,Eddie Bauer,SUV,null
1FMDU35P9TUD11772,1FMDU35P_T,Eddie Bauer,SUV,null
1FMDU64E8YZB23367,1FMDU64E_Y,Eddie Bauer,SUV,null
1FMDU67K15UA94000,1FMDU67K_5,null,Pickup,Crew Cab
1FMDU73KX4UB50493,1FMDU73K_4,XLT,SUV,null
1FMDU74E6YZC59020,1FMDU74E_Y,Eddie Bauer,SUV,null
1FMDU74WX5UA09605,1FMDU74W_5,Eddie Bauer,SUV,null
1FMDU75W13UB85227,1FMDU75W_3,Limited Edition,SUV,null
1FMDU75W84ZA97487,1FMDU75W_4,Limited Edition,SUV,null
1FMDU75WX3ZA02684,1FMDU75W_3,Limited Edition,SUV,null
1FMDU77K84UA62388,1FMDU77K_4,XLS,Pickup,Crew Cab
1FMEU15H0SLA03413,1FMEU15H_S,null,SUV,null
1FMEU15H6RLA05838,1FMEU15H_R,Eddie Bauer,SUV,null
1FMEU15W34LA51134,1FMEU15W_4,XLT,SUV,null
1FMEU17W64LA14821,1FMEU17W_4,Eddie Bauer,SUV,null
1FMEU31817UA21387,1FMEU318_7,XLT,Pickup,Crew Cab
1FMEU31827UA14626,1FMEU318_7,XLT,Pickup,Crew Cab
1FMEU31E88UA34693,1FMEU31E_8,XLT,Pickup,Crew Cab
1FMEU31E88UB23969,1FMEU31E_8,XLT,Pickup,Crew Cab
1FMEU31EX8UA37501,1FMEU31E_8,XLT,Pickup,Crew Cab
1FMEU31K27UA06358,1FMEU31K_7,XLT,Pickup,Crew Cab
1FMEU33807UA22169,1FMEU338_7,Limited,Pickup,Crew Cab
1FMEU33E78UA41020,1FMEU33E_8,Limited,Pickup,Crew Cab
1FMEU3BE2AUA04500,1FMEU3BE_A,XLT,Pickup,Crew Cab
1FMEU51K07UA27379,1FMEU51K_7,XLT,Pickup,Crew Cab
1FMEU53807UA02791,1FMEU538_7,Limited,Pickup,Crew Cab
1FMEU53K07UA50805,1FMEU53K_7,Limited,Pickup,Crew Cab
1FMEU62EX6UA20579,1FMEU62E_6,XLS,SUV,null
1FMEU63E26UA28190,1FMEU63E_6,XLT,SUV,null
1FMEU63E28UA09870,1FMEU63E_8,XLT,SUV,null
1FMEU63E48UA79886,1FMEU63E_8,XLT,SUV,null
1FMEU63E57UA35930,1FMEU63E_7,XLT,SUV,null
1FMEU63E86UA12737,1FMEU63E_6,XLT,SUV,null
1FMEU64817UA99911,1FMEU648_7,Eddie Bauer,SUV,null
1FMEU64E47UB51179,1FMEU64E_7,Eddie Bauer,SUV,null
1FMEU64EX8UB06927,1FMEU64E_8,Eddie Bauer,SUV,null
1FMEU65887UA54625,1FMEU658_7,Limited Edition,SUV,null
1FMEU6EE7AUA03906,1FMEU6EE_A,Eddie Bauer,SUV,null
1FMEU6EE9AUA90661,1FMEU6EE_A,Eddie Bauer,SUV,null
1FMEU73E47UA87586,1FMEU73E_7,XLT,SUV,null
1FMEU73E76UA93736,1FMEU73E_6,XLT,SUV,null
1FMEU73E77UB29099,1FMEU73E_7,XLT,SUV,null
1FMEU73E78UB32313,1FMEU73E_8,XLT,SUV,null
1FMEU73EX6UB07113,1FMEU73E_6,XLT,SUV,null
1FMEU74E77UB16724,1FMEU74E_7,Eddie Bauer,SUV,null
1FMEU75816ZA14880,1FMEU758_6,Limited Edition,SUV,null
1FMEU75849UA31979,1FMEU758_9,Limited Edition,SUV,null
1FMEU7DE4AUA78277,1FMEU7DE_A,XLT,SUV,null
1FMFK17538LA38842,1FMFK175_8,Eddie Bauer,SUV,null
1FMFK17577LA47459,1FMFK175_7,Eddie Bauer,SUV,null
1FMFK18557LA17746,1FMFK185_7,Eddie Bauer,SUV,null
1FMFK19509LA00239,1FMFK195_9,Limited,SUV,null
1FMFK19578LA15013,1FMFK195_8,Limited,SUV,null
1FMFU15567LA43173,1FMFU155_7,XLT,SUV,null
1FMFU155X6LA24656,1FMFU155_6,XLT,SUV,null
1FMFU16579EA86426,1FMFU165_9,XLT,SUV,null
1FMFU17508LA61294,1FMFU175_8,Eddie Bauer,SUV,null
1FMFU17517LA11261,1FMFU175_7,Eddie Bauer,SUV,null
1FMFU17528LA48921,1FMFU175_8,null,SUV,null
1FMFU17537LA73843,1FMFU175_7,Eddie Bauer,SUV,null
1FMFU17557LA73813,1FMFU175_7,Eddie Bauer,SUV,null
1FMFU17567LA52484,1FMFU175_7,Eddie Bauer,SUV,null
1FMFU17569EB27756,1FMFU175_9,Eddie Bauer,SUV,null
1FMFU17586LA87963,1FMFU175_6,Eddie Bauer,SUV,null
1FMFU175X8LA26813,1FMFU175_8,null,SUV,null
1FMFU17L33LB33743,1FMFU17L_3,Eddie Bauer,SUV,null
